JobId,Responsibilities,POSITION,Skills
1499,"<p>-3+ years of software development experience</p>
<p>-3+ years working experience in machine learning and/or AI</p>
<p>-Good fundamentals in mathematics</p>
<p>-Proficient in Java, Python and/or other development languages</p>
<p>-Experience with TensorFlow or similar software</p>
<p>Observation: If you have a friend or colleague who is a good fit for this role and it's a not on VanHack yet, recommend him/her to us. If your recommendation is hired, you'll receive $150 CAD from VanHack. Use this link to get your personal referral link: https://app.vanhack.com/New/#/referral</p>",Machine Learning and Artificial Intelligence Developer,"algorithms, artificial intelligence, java, machine learning, math, python, tensorflow"
1635,"<p>-3+ years of experience in Magento 1 and Magento 2.<br>
-Expertise and development experience with PHP.<br>
-Knowledge of e-commerce, online payment gateways and custom payments.</p>
<p>Nice-to-haves:<br>
-Professional working proficiency with French (this is not mandatory but would be a big plus)<br>
-Experience with Symfony PHP</p>
<p><strong>IMPORTANT</strong></p>
<p><strong>- Candidates that scored 70% or more in PHP Code Challenge will be considered</strong></p>
<p><strong>- Candidates with verified English as ""Advanced"" or ""Fluent"" will be considered</strong></p>
<p><strong>If you got a friend who is a good fit for this role and it's not a VanHacker yet, you can recommend him/her to us!! And if your recommentation is hired, you'll receive $150CAD from VanHack!!</strong></p>
<p><strong>Use this link to get your referral personal link: https://app.vanhack.com/New/#/referral</strong> &nbsp;</p>",Magento Developer,"e-commerce, french, magento, online payment processes, php, sql, symphony"
1230,"<p>This company needs an Intermediate/Senior mobile developer to join their growing team<br>Someone with experience creating applications for Android using Java, or Objective-C/Swift for iOS, or Native iOS/Android frameworks)</p>
<p><strong>The ideal candidate:</strong></p>
<p>- Has a minimum of 3 years experience as a mobile developer and has developed for both Android and iOS<br>- Is someone who is more focused on quality vs. speed, someone who stands behind their creation a 100%<br>- Someone who is Flexible and likes to work on more than one platform.<br>- Has a Positive attitude and is willing to learn more and grow<br>- <strong>Is an EXCELLENT communicator </strong>(Both verbal and Written) <br>Communication skills are very important for this role (you will have many zoom/phone calls with customers)<br>- Has a University degree (i.e. Bachelors' in Computer Science or a similar discipline)</p>
<p><b>Nice to have:<br></b>- Back-end/servers or AWS experience<br>- Front-end/ Web&nbsp;development experience (Javascript/HTML/CSS)<br>Or design experience (UI/UX)</p>
<p><strong>More info:</strong><br>Why Halifax? https://www.narcity.com/ca/ns/halifax/best-of-hfx/10-reasons-halifax-best-city-canada</p>","Mobile Developer ","agile, android, aws, front end, ios, java, javascript, objective-c, scrum, swift"
1276,"<p>Great company in Vancouver building a mobile-first, multichannel commerce system on the  Platform for small and medium size businesses.&nbsp;</p>
<p><strong>Required Skills:</strong></p>
<ul>
  <li>Ability and willingness to learn and adapt and work in a multiple technology stack environment</li>
  <li>3+ years of at least of  Swift/ Java/  and associated frameworks</li>
  <li>Experience with software engineering best practices, automation and enterprise grade software development</li>
  <li>Computer science degree or equivalent experience</li>
  <li>Strong spoken and written english communication skills</li>
</ul>
<p><strong>Plus Skills:</strong></p>
<ul>
  <li>An understanding of the balance between an app and a platform</li>
  <li>Ability to think and work in a customer-first mindset</li>
  <li>Experience with commerce, shopping and marketing experiences</li>
</ul>
<p><br></p>",Mobile Developer (Android & iOS),"android, apex, ios, java, salesforce.com, swift"
1657,"Great company bases in Germany is looking for NodeJS Developers to join its team! 
 
 - 3yrs of professional experience 
 - Experience mainly with NodeJS and Express 
 - Hand on with Microservices and RestAPI 
 - Docker and Kubernetes experience 
 - Agile methodology oriented 
 
 - Candidates with ""Advanced"" and Fluent English Levels will be considered 
 - Candidates with 70% or more scored on NodeJS code assessment will be considered 
 
  If you got a friend who is a good fit for this role and it's not a VanHacker yet, you can recommend him/her to us!! And if your recommentation is hired, you'll receive $150CAD from VanHack!!  
  Use this link to get your referral personal link: https://app.vanhack.com/New/#/referral",NodeJS Developer,"agile methodologies, aws, cassandra, docker, express.js, microservices, node.js, rest api, sql"
2868,<p>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;</p>,Platform Engineering Manager,"aws, docker, javascript, node.js, ruby"
1306,"<p><strong>&nbsp;The company:&nbsp;</strong></p>
<ul>
  <li>Looking for people with a passion for gaming</li>
  <li>Grow the company's culture, from sharing good engineering patterns to playing video games and competing in online sports tournaments.&nbsp;</li>
  <li>You have a passion for e-sports!</li>
</ul>
<p><br></p>
<p><strong>Required skills:&nbsp;</strong></p>
<p>&nbsp;</p>
<p>- Experience working in an agile, inter-disciplinary<br>
collaborative environment to see the implementation of designs through product<br>
development&nbsp;</p>
<p>- 3-5 years experience shipping digital products&nbsp;</p>
<p>- An online portfolio or samples of work demonstrating<br>
experience creating high-quality, thoughtful deliverables that are<br>
customer-focused, simple and intuitive&nbsp;</p>
<p>- Expert knowledge of Sketch, Adobe CC, and prototyping<br>
tools &nbsp;</p>
<p><br></p>
<p><strong>You get extra points if you:</strong></p>
<ul>
  <li>&nbsp;Worked in a startup environment and are used to wearing different<br>
hats&nbsp;</li>
  <li>Understand front-end web technologies like<br>
CSS3/HTML5/JavaScript&nbsp;</li>
  <li>Are experienced in organizing and playing in esports<br>
tournaments&nbsp;</li>
</ul>",Product Designer,"adobe suite, css, html, javascript, sketch"
1438,"<p>Our hiring partner, &nbsp;an integrative smart building operating system company, &nbsp;is looking for a Product Manager with technical background to work with CTO. Candidates must have great communication skills since they will have direct contact with clients.</p>
<p>Candidates will be able to support the clients that are using the system, will take the feedback and communicate it to the team. In this position you will deal with invoices for customers. You should also be able to organize the team work.</p>
<p>You will be the communication partner for the customer and supporting the CTO for operational issues.&nbsp;</p>
<p>German is a very big plus.</p>
<p>Educational Background: College Degree in Economy, Business Administration, Informatics, etc. will be a nice to have.</p>
<p>Industry experience / background: IOT Background is a nice to have as well. Building Solutions Background. Development experience.&nbsp;</p>",Product Manager,"communication, german, product management"
1578,"<ul>
  <li>Experience in writing client / server database applications using Object Oriented languages</li>
  <li>Hands-on experience with Python is an asset</li>
  <li>Demonstrated experience in applications development in UNIX environment</li>
  <li>UNIX networking experience with strong knowledge of NetBSD, PostgreSQL and Linux</li>
  <li>Application development experience in the financial industry, including: POS devices, debit/credit card terminals, and communication protocols</li>
  <li>Understanding of Extreme Programming practices and rules</li>
  <li>Strong database design skills and fluent in SQL statements</li>
  <li>Methodical, organized and able to multi-task</li>
  <li>B.S. in Computer Science / Co-op Software Engineering Stream / Mathematics</li>
  <li>Fast learner, self-starter, solution oriented and productive worker</li>
  <li>Ability to work independently, as a team player and in a fast paced environment&nbsp;</li>
</ul>",Python Applications Developer,"finance, postgresql, python"
1541,"<p>-Hands-on applications development experience with Python</p>
<p>-Solid experience developing in UNIX environment</p>
<p>-Strong knowledge of PostgreSQL and Linux</p>
<p>-Understanding of Extreme Programming practices and rules</p>
<p>-Strong database design skills and fluent in SQL</p>
<p><br></p>
<p>Nice-to-have:</p>
<p>-Application development experience in the financial industry, including: POS devices, debit/credit card terminals, and communication protocols</p>",Python Developer,"c++, extreme programming, java, linux, oop, postgresql, python, unix"
1272,"<p>— 5+ years of experience building and maintaining coded automated testing frameworks.<br>
— Solid knowledge of the principles of QA and automated testing.<br>
— Good programming skills with an OOP language (C#, Java, Python).<br>
— Experience with SQL programming.<br>
— Strong experience with Selenium.<br>
— Knowledge of API testing.</p>",QA Automation Engineer,"api, c#, java, python, qa, selenium, sql, test automation"
2972,<p>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;</p>,QA Lead,"c++, java, python, qa, test automation"
1507,"<p>Location: Vancouver (must be living and studying in Vancouver area)</p>
<p>VanHack is growing! We are a recruitment and career-coaching hub for international IT talent. We want to build a borderless world by qualifying tech talents from all over the world to find the right job in the place they wish to live. To help that happen, we are looking for a Quality Assurance Intern for the summer term or a part-time period who will join our IT team in developing our own platform and on-going projects.&nbsp;</p>
<p>Reports to: CTO&nbsp;</p>
<p>Duties and Responsibilities:&nbsp;</p>
<ul>
  <li>Develop and maintain test plans</li>
  <li>Coordinate test activities</li>
  <li>Review QA documentation, including processes, test cases, test scenarios, and test data&nbsp;</li>
  <li>Create automated testing tools, including reviewing scripts, analyzing test scenarios, and reporting results in general</li>
  <li>Track and resolve testing defects, remediation, and retesting</li>
  <li>Assist the IT team on activities as and when needed</li>
  <li>Adopt Agile principles and methods, participate in Release / Sprint Planning and Retrospectives</li>
</ul>
<p>Requirements:</p>
<ul>
  <li>Currently working toward a Bachelor’s in Computer Science or related field</li>
  <li>Take direction and then be able to work independently testing a product for flaws and digging into a problem until a reproducible set of steps for the root cause of a problem can be documented and handed off to development for fixing.</li>
  <li>Capable of handling the test process from planning through implementation for projects, leveraging and leading team members where necessary</li>
  <li>Must be able to take problems found during QA process, analyze to determine target party for issue resolution and then facilitate investigation and solution with development and PM teams</li>
  <li>Understanding of test automation tools and some experience with test automation implementation</li>
  <li>Good understanding of manual and automation testing</li>
  <li>Understanding of development life cycle</li>
  <li>Excellent communication skills</li>
  <li>Ability to learn quickly and adapt</li>
</ul>
<p>Nice to Have</p>
<ul>
  <li>Good understanding of CI and CD</li>
  <li>Experience in Test Automation using Selenium Web driver/Robot Framework</li>
  <li>Experience in working with CI systems such as Jenkins/TeamCity</li>
  <li>Experience in programming in C#</li>
</ul>
<p>What we offer:</p>
<ul>
  <li>Opportunity to work remotely&nbsp;</li>
  <li>Paid internship/ co-op</li>
  <li>The chance to be part of a movement that is changing the lives of thousands of new Canadians and to positively impact a struggling tech recruiting industry</li>
  <li>Fun and friendly work environment</li>
  <li>Opportunity to become a full-time employee after the end of the contract and your eligibility&nbsp;</li>
</ul>","Quality Assurance  - Part-time or co-op ","ci/cd automation, problem solving, qa, selenium, test automation"
1374,"<p><br></p>
<p><strong>SEE THE FULL JOB DESCRIPTION GUIDE HERE: https://bit.ly/2C6TwcJ&nbsp;</strong></p>
<p><br></p>
<p>We are looking for a skilled Quality Assurance Analyst to join our Business Consulting team in Winnipeg. With your strong understanding of business and quality assurance processes, you will contribute to projects that leverage technology to deliver business quality and value to our clients.</p>
<p><strong>Critical Competencies for Success:</strong> Attention to detail, collaboration skills, strong oral and written communication skills.</p>
<p><strong>What you'll do</strong></p>
<p>Help develop a comprehensive automation test infrastructure.</p>
<p>Develop automated scripts and frameworks for test and data management.</p>
<p>Collaborate with multiple stakeholders to develop automated test plans.</p>
<p>Collaborate with multiple stakeholders to understand functional requirements and troubleshoot discovered defects.</p>
<p>Collaborate with multiple stakeholders to ensure appropriate resolution and test coverage.</p>
<ul>
  <li>Proactively identify and communicate risks and opportunities for improvement across all products and test frameworks.</li>
</ul>
<p>Select, train, and mentor Quality Assurance project resources.</p>
<ul>
  <li>Maintain an open and continuous communication between the Quality Assurance team and the rest of the project and leadership team.</li>
</ul>
<p>Summarize and report the Quality Assurance activities that took place, from start to end, to the Quality Assurance, project, and leadership teams.</p>
<ul>
  <li>Champion Quality Assurance at all stages of the project life cycle.</li>
</ul>
<p><strong>What we'd like</strong></p>
<ul>
  <li>Completion of a university or college degree in Computer Science, Engineering, Business, or the equivalent, combined with extensive directly related experience in Quality Assurance.</li>
</ul>
<p>Formal Quality Assurance certification/designation from either ISTQB or IIST strongly preferred.</p>
<ul>
  <li>Extensive knowledge of Quality Assurance as it relates to the information technology discipline.</li>
</ul>
<p>Intermediate-senior level experience in formal SDLC methodology and standards (e.g., Waterfall or Agile).</p>
<ul>
  <li>Intermediate-senior level experience in Automation Testing with hands on experience one or more of the following tools: &nbsp;&nbsp;&nbsp;&nbsp;</li>
</ul>
<p>Selenium Web Driver</p>
<ul>
  <li>FitNesse</li>
</ul>
<p>Ranorex</p>
<ul>
  <li>QTP/UFT</li>
</ul>
<p>RFT</p>
<ul>
  <li>SOAP UI</li>
</ul>
<p>Jenkins</p>
<ul>
  <li>Considerable knowledge and experience in Quality Assurance management life cycle.</li>
</ul>
<p>Adept at planning own work activities and assisting in identifying Quality Assurance work items and tasks necessary for successful project completion.</p>
<p>Experience and exposure to Test Management and Defect Management Tool.</p>
<p>Ability to lead teams and work collaboratively in a project and team environment.</p>
<p>Affable nature and outstanding skills as they relate to general interaction and collaboration with clients and other team members from the business and technical domains.</p>
<p>Quick learner, attention to detail, superior analytical, problem solving, organizational, verbal, and written communication skills.</p>
<ul>
  <li>Proficient with Microsoft Office tools (e.g., Word, PowerPoint, Visio, Excel).</li>
</ul>
<p>Someone who shares our core values: &nbsp;&nbsp;&nbsp;&nbsp;</p>
<ul>
  <li>Caring &amp; Empathy: We look out for each other.</li>
</ul>
<p>Passion: We are energized by what we do.</p>
<ul>
  <li>Integrity: We do what's right.</li>
</ul>
<p>Forward Thinking: We are always evolving.</p>
<ul>
  <li>Commitment &amp; Perseverance: We finish what we start.&nbsp;</li>
</ul>",Quality Assurance Analyst,"quality assurance, selenium"
1358,"<p><br>
</p>
<p><strong>SEE THE FULL JOB DESCRIPTION GUIDE HERE: https://bit.ly/2XyXGmv&nbsp;</strong></p>
<p><br></p>
<p>Are you interested in new technologies that disrupt the industries? Are you passionate about empowering people through data and creating an impeccable user experience? NestReady works with financial institutions like banks and credit unions to offer a new trusted and convenient way for homebuyers to find and purchase a home.<br>
</p>
<p>NestReady is a well-funded startup and alumni of Techstars, awarded “Best Startup in North America” by Next by Google Entrepreneur.<br>
</p>
<p><strong>Who you are</strong><strong><br>
</strong></p>
<p>We are looking for entrepreneurial professionals motivated by growth and learning, who thrive in a fast-paced, often dynamic work environment. At NestReady, we value passion, curiosity and drive more than experience. We are a diverse team, that values transparency, dedication, excellence and fun in everything we do. For the right person, our environment is demanding, but ultimately very rewarding. If you’re up for the challenge, we would love to hear from you.<br>
</p>
<p><strong>What you'll do</strong><strong><br>
</strong></p>
<p>We are looking for a Quality Assurance Engineer who will own and continuously improve the quality assurance process for our web and mobile platforms. You will become an ambassador for quality driven software engineering practices, making sure the product is tested and delivered on time.<br>
</p>
<p>You will work very closely with product, engineering, and sales teams to ensure the product represents the very best of NestReady’s platform. We strive for nothing less than a world-class software and the best customer experience.</p>
<ul>
  <li>Perform tests to ensure the application respects business and technical requirements (Validation, Regression, Performance, Smoke, Mobile, Stress, API testing)</li>
  <li>Create and execute test cases &amp; test plans according to product specifications</li>
  <li>Design and implement a robust test automation system</li>
  <li>Perform manual testing on non-automated components</li>
  <li>Communicate test progress &amp; test results to stakeholders on a regular basis</li>
  <li>Report defects, bugs, configuration issues, and other flaws in Jira</li>
  <li>Analyze and enhance quality assurance processes as needed</li>
  <li>Ensure the highest level of product quality is being released to production<br>
</li>
</ul>
<p><strong>What you have</strong><strong><br>
</strong></p>
<ul>
  <li>3+ years experience in quality assurance for web or software applications</li>
  <li>Experience with Agile/Scrum; knowledge of SDLC</li>
  <li>Experience with automation testing: Browserstack, Selenium, Unit Testing, and API testing</li>
  <li>Familiarity with Jira and Confluence</li>
  <li>Effective communication skills</li>
  <li>Impeccable attention to detail</li>
  <li>High standards</li>
  <li>Ability to work independently</li>
  <li>Ability to communicate efficiently and effectively in spoken and written English</li>
</ul>
<p><br></p>
<p><strong>It would be great if you had</strong></p>
<ul>
  <li>Experience working in fast paced, startup environment</li>
  <li>Interest in the fintech industry</li>
  <li>Leadership and project management skills<br>
</li>
</ul>
<p><strong>What we offer</strong><strong><br>
</strong></p>
<ul>
  <li>Dynamic and diverse team of highly driven professionals</li>
  <li>Open office space in Old Montreal</li>
  <li>Free coffee, snacks, and drinks</li>
  <li>Fun parties and team building activities</li>
  <li>Excellent opportunity for skill development and career growth</li>
  <li>Equity - you will own part of the company</li>
  <li>Comprehensive health benefits package</li>
</ul>",Quality Assurance Engineer,"quality assurance, selenium"
1363,"<p><br></p>
<p><strong>SEE THE FULL JOB DESCRIPTION GUIDE HERE: https://bit.ly/2T7eUcd&nbsp;</strong></p>
<p><br></p>
<p>We're looking for a seasoned QA Automation Engineer to join our team maintaining and enhancing a large SaaS application. You'll be primarily developing automated UI and API tests. You will collaborate with the Manager of QA, and will play a large role in building/improving our quality automation practices and application coverage.</p>
<p>The ideal candidate will be passionate about the large opportunity that Sensei Labs presents. This person should thrive and succeed in delivering high quality solutions in a hyper-growth environment where priorities can shift fast. If you're looking to solve challenging technical problems and create a great product for our customers, then this is the right role for you.<br>
</p>
<p><strong>Responsibilities</strong></p>
<ul>
  <li>Expanding/building an automated testing framework.</li>
  <li>Identifying gaps in test coverage and documenting them.</li>
  <li>Writing automated tests.</li>
  <li>Documenting and performing manual tests.</li>
  <li>Ensuring all unit/web/API/automated tests pass before beginning QA on new functionality.</li>
  <li>Making enhancements to the quality automation process.</li>
  <li>Mentoring of more junior employees.</li>
  <li>Testing on multiple browsers and mobile devices.</li>
</ul>
<p><br></p>
<p><strong>Qualifications</strong></p>
<ul>
  <li>Experience building/maintaining coded automated testing frameworks.</li>
  <li>Strong knowledge of the principles of QA and automated testing.</li>
  <li>Intermediate programming skills with an OOP language (C#, Java, Python).</li>
  <li>Experience with SQL programming.</li>
  <li>Strong knowledge of/experience with Selenium.</li>
  <li>Strong oral and written communication skills.</li>
  <li>Experience with Git revision control.</li>
  <li>Experience with API testing.</li>
  <li>Experience integrating automated tests into a CI/CD pipeline.</li>
  <li>Experience integrating tests/test results into a test case management tool.</li>
  <li>General experience building tools to help productivity.</li>
  <li>An awareness of reasonable application performance.</li>
</ul>",Quality Assurance Engineer,"quality assurance, selenium"
1548,"<p>Great company in vancouver working on &nbsp;the re-shaping the definition of corporate banking applications is looking for a React Developer!&nbsp;</p>
<p><br></p>
<p><strong>Required Skills:</strong></p>
<ul>
  <li>3+ years of experience with React in production.&nbsp;</li>
  <li>Be passionate about design and user experience (UI/UX)</li>
  <li>Experience working with start-ups and be willing to join one.</li>
  <li>Great English skills as you'll be handling with clients directly</li>
  <li>Background working on Banking applications is a plus. &nbsp;</li>
  <li>Experience with Java (not required, but huge plus)</li>
</ul>
<p><strong>Observation:</strong> If you have a friend or colleague who is a good fit for this role and is not on VanHack yet, recommend him/her to us. If your recommendation is hired, you'll receive $150 CAD from VanHack. Use this link to get your personal referral link: https://app.vanhack.com/New/#/referral&nbsp;&nbsp;&nbsp;</p>",React Developer,"java, react.js, redux, ui, ux"
1581,"<ul>
  <li>University degree in Computer Science or related field or equivalent experience</li>
  <li>3 + years of experience in software development</li>
  <li>Experience working on software products</li>
  <li>Highly proficient in React Native on both iOS and Android</li>
  <li>Solid understanding of object-oriented and event-driven design principles</li>
  <li>Experience with multiple full product deployments (design-to-deployment-to-maintenance)</li>
  <li>Passion for coding best practices and technical excellence including unit and integration testing</li>
  <li>Solid UX/UI skills and pixel perfect implementation a plus.&nbsp;</li>
</ul>","React Native Developer ","react native, ui, ux"
902,NULL,Senior .NET Developer,".net, agile, ajax, angular, ASP.Net MVC, c#, html, mvc, ui, visual studio, web api"
1718,"<p>Great company on the Financial Industry in Canada is looking to hire an Android Developer!</p>
<p><br></p>
<p><strong>Required Skills:</strong></p>
<p><br></p>
<ul>
  <li>At least 5 years of experience working with Android</li>
  <li>Great background using Java for Android and SDK</li>
  <li>Great communication skills and versatile.&nbsp;</li>
  <li>If you come from a background in .Net or are interested in learning is a great plus.&nbsp;</li>
</ul>
<p><br></p>
<p>&nbsp;</p>
<p><strong>Please make sure that your English is verfied and that you have taken our code verification test.</strong></p>
<p><strong>Observation:</strong> If you have a friend who is a good fit for this role and it's a not a VanHacker yet, recommend this person to us.</p>
<p>If your recommendation is hired, you'll receive $150 CAD from VanHack!</p>
<p>Use this link to get your referral personal link: https://app.vanhack.com/New/#/referral&nbsp;</p>",Senior Android Developer,".net, android, java, java sdk 1.5 1.6 1.7 and 1.8, mvc 4 & 5"
1448,"<p><strong>The Ideal Candidate:</strong></p>
<p>- Is an experienced sofware engineer with 7+ years experience building scalable cloud platforms<br>
- Has experience with Microservices<br>
- Has strong hands-on experience developing with Java or Go, and working with JSON and JSON Web Tokens (JWT) and Redis.<br>
 - Has strong skills/experience with scaling large platforms that have millions of users and deal with thousands of requests per minute - to optimize its performance and enhance user experience.<br>
 - Has hands-on experience with MongoDB (experience with other DB systems like Postgres is a plus point)<br>
 - Has a university degree in computer science - or equivalent + proven work experience.<br>
 - Has great communication skills (English langauge level must be advanced or fluent)<br>
<br>
<strong>P.S: </strong>Candidates who work in a large e-commerce provider (like Amazon), or large booking services site (example: booking.com/Airbnb/Expedia) , or those who work in Fintech (e-banking, e-investing etc..) will be preferred! PING Vanhack-Amr on slack if you are working in any of these!</p>
<p><strong>Nice to have:</strong></p>
<p>- JavaScript experience<br>
- Some Elastic search experience</p>",Senior Back End Engineer,"aws, java, json, kafka, microservices, mongodb, postgresql, redis"
1476,"<p><strong>P.S: For this job, you will start to work&nbsp;remotely first (like 3-6 months) before the company moves you to Kelowna, BC</strong>&nbsp;</p>
<p><u><strong>The Ideal Candidate:</strong></u><br>
- Has at least 4 years experience as a software engineer/Back-End<br>
- Has good working experience with Data Pipelines and tools like Spark and Kubernetes <br>
- Has good working experience with Apache Spark/Hadoop PLUS Java or Scala<br>
- Has Good knowledge/experience coding with Javascript and using web frameworks/libraries like Node or React.js<br>
- Has great communication skills (English must be advanced to Fluent!)<br>
- Has a university degree in computer science or related/ (or equivalent 5+ years work experience + certification )</p>
<p>Nice to have:<br>
- Knowledge or experience in Kafka or Apache Parquet is a plus point<br>
- Knowledge/experience with other languages/ frameworks Python/Django or Ruby on Rails is a huge plus point.<br>
- Experience with online advertising/digital ads technology is a plus point<br>
- Machine learning knowledge using Spark MLLib and Databricks Deep Learning</p>
<p><strong>More Info:</strong></p>
<p>- You will Work on the data pipeline that gets data from third-party APIs (FB,Twitter,Youtube,Instagram etc...) and stores it in Apache Kafka, Long-term stores data in an Apache Parquet data lake and batch processes it using Spark SQL<br>
- You are expected to develop new Apache Spark queries as needed using Spark SQL and work with the data science team to utilize machine learning logic using Spark MLLib and Databricks Deep Learning.<br>
- You will work to improve the data pipeline to increase its scalability and efficiency<br>
- You will deploy the data pipeline on Kubernetes using Google Cloud Platform&nbsp;</p>",Senior Back End Engineer,"agile, api, aws, docker, gcd, hadoop, java, javascript, kubernetes, node.js, react.js, rest api, scala, spark"
1371,"<p><strong>The Ideal Candidate:</strong><br>
- Has 5+ years of experience as a software engineer working in production environments<br>
- Has 5+ years of raw PHP development (and is ready to work with v.7) <br>
as well as 2+ years experience with PHP frameworks like Laravel or Symfony.<br>
- Has great experience building REST APIs <br>
- Has strong knowledge of OOP, design patterns, algorithms, and data structures<br>
- Has experience with PostgreSQL/SQL and NoSQL<br>
- Is an avid problem-solver <br>
AND an excellent communicator (i.e advanced to fluent verbal and written English)<br>
- Has a university degree (BS/MS) in Computer Science or equivalent</p>
<p><br>
<strong>Nice to have:</strong><br>
- Experience in Test automation or CI/CD<br>
- AWS or Google Cloud development/architecture experience<br>
- Experience with caching technologies like Memcache or Redis<br>
- Experience with message queues (Amazon SQS, Redis, RabbitMQ, etc)<br>
- Experience with common open-source application/web servers like Node.js or Nginx&nbsp;<br>
- Leadership experience <br>
</p>","Senior Backend Developer ","algorithms, apache, aws, ci/cd automation, data structures, laravel, nginx, node.js, oop, php, postgresql, rabbit mq, redis, rest api, symphony, testing"
1389,"<p><strong>SEE THE JOB DESCRIPTION GUIDE HERE: https://bit.ly/2T194Em</strong></p>
<p><br></p>
<p>Faire is using Machine Learning to change wholesale and help local retailers compete with Amazon and the big box stores.</p>
<p>We're backed by the top VCs in the world (Sequoia, Khosla), we're lead by an experienced team (Square, Google), and we're building a world-class engineering culture of freedom and responsibility.</p>
<p><br></p>
<p><strong>Role description:</strong></p>
<p>Our engineering team owns the code that makes our marketplace work. We care about good engineering practice and love to write software that is secure, tested, easy to maintain, and can scale to millions of users. We build minimum viable products, deploy to production multiple times per day, A/B test customer-facing changes, listen to the data, and iterate.</p>
<p>As a Sr Backend Developer, you'll collaborate with us to:</p>
<ul>
  <li>deliver core features of our Kotlin/Java 8 server</li>
  <li>design and build new APIs used by our web site and mobile app</li>
  <li>write integration tests for everything</li>
  <li>share ownership of our product</li>
  <li>help the product team continuously improve our customer's experience</li>
</ul>
<p><br></p>
<p><strong>We're excited about you because you have...</strong></p>
<ul>
  <li>A passion for programming and solving problems with code</li>
  <li>A bachelor's degree in Computer Science/Software Engineering or equivalent industry experience</li>
  <li>A love for technology, and an insatiable curiosity for new tools to tackle real problems</li>
</ul>
<p><br></p>
<p><strong>Bonus/Nice to haves:</strong></p>
<ul>
  <li>Production experience with a scalable Java or C# backend (an ecommerce or online games server would be ideal)</li>
  <li>Experience with unit/integration tests (we have a focus on test automation)</li>
</ul>
<p><br></p>
<p><strong>Technologies we use and teach:</strong></p>
<ul>
  <li>Kotlin, Java 8</li>
  <li>JUnit, Hibernate, Guice, Jersey</li>
  <li>HTTP, JSON, and Protocol Buffers</li>
  <li>MySQL<br>
&nbsp;</li>
</ul>
<p><strong>You're excited about us because we offer...</strong></p>
<ul>
  <li>A small team, a relaxed and fun startup, extraordinary engineering talent, mentorship, and career growth</li>
  <li>Competitive compensation + Equity ($70k-$150k depending on experience and ability)</li>
  <li>Perks and benefits (full extended health and dental plan for you and your family, gym membership, free lunches, drinks, snacks, beer and pretzel game nights, and more!)</li>
  <li>We’re growing fast. You will get in as a founding member of something that’s going to change an entire industry.</li>
  <li>Learn from the best. Our leadership team is experienced (eg., Google) and led the development of one of the top 15 apps in the US appstore (Square Cash).</li>
  <li>Great technology stack -- Kotlin, no legacy.</li>
  <li>The business makes sense. It’s straightforward, provides clear value to both store owners and to makers. You get to help change an industry for the better.</li>
  <li>It’s beautiful. Work on something that’s well-designed, following the footsteps of Square.</li>
</ul>","Senior Backend Developer ","java, kotlin"
1802,<p>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;</p>,"Senior Backend Developer ","c, java, mvc, rest api, ruby on rails"
